trip_id,vehicle_id,driver_id,origin_city,destination_city,status,planned_start,planned_end,actual_start,actual_end,actual_distance_km,avg_speed,max_speed,idle_time_mins,stoppage_count
TRP_001022,VH_0036,DRV_0036,Lucknow,Lucknow,COMPLETED,2025-01-22 20:26:00,2025-01-22 22:09:00,2025-01-22 20:26:00.159,2025-01-22 22:09:00.31,87.595,41.38,80.7,6.73,1
TRP_001023,VH_0037,DRV_0337,Kolkata,Kolkata,COMPLETED,2025-01-22 13:01:00,2025-01-22 14:26:00,2025-01-22 13:01:00.591,2025-01-22 14:26:00.099,81.426,56.96,111.58,3.82,1
TRP_001024,VH_0038,DRV_0338,Chennai,Chennai,COMPLETED,2025-01-22 12:44:00,2025-01-22 13:45:00,2025-01-22 12:44:00.112,2025-01-22 13:45:00.523,42.656,36.36,68.91,2.25,1
TRP_001026,VH_0040,DRV_0340,Lucknow,Lucknow,IN_PROGRESS,2025-01-22 20:06:00,2025-01-22 21:26:00,2025-01-22 20:06:00.586,2025-01-22 21:26:00.759,67.741,36.65,69.85,3.93,1
TRP_001027,VH_0044,DRV_0044,Kolkata,Kolkata,IN_PROGRESS,2025-01-22 20:34:00,2025-01-22 21:18:00,2025-01-22 20:34:00.148,2025-01-22 21:18:00.079,74.067,34.87,69.49,1.43,1
TRP_001028,VH_0045,DRV_0045,Kolkata,Kolkata,COMPLETED,2025-01-22 21:54:00,2025-01-23 00:48:00,2025-01-22 21:54:00.361,2025-01-23 00:48:00.388,202.795,49.72,96.56,11.95,1
TRP_001029,VH_0046,DRV_0346,Mumbai,Mumbai,COMPLETED,2025-01-22 13:11:00,2025-01-22 14:27:00,2025-01-22 13:11:00.001,2025-01-22 14:27:00.258,95.45,42.36,80.58,3.08,1
TRP_001030,VH_0047,DRV_0347,Lucknow,Lucknow,COMPLETED,2025-01-22 07:23:00,2025-01-22 09:29:00,2025-01-22 07:23:00.876,2025-01-22 09:29:00.004,151.567,57.25,109.94,4.57,1
TRP_001031,VH_0047,DRV_0347,Lucknow,Lucknow,IN_PROGRESS,2025-01-22 10:40:00,2025-01-22 12:19:00,2025-01-22 10:40:00.937,2025-01-22 12:19:00.672,126.907,56.82,111.97,4.03,1
TRP_001032,VH_0048,DRV_0348,Kolkata,Hyderabad,COMPLETED,2025-01-22 12:49:00,2025-01-22 13:37:00,2025-01-22 12:49:00.922,2025-01-22 13:37:00.933,55.233,57.22,108.18,1.7,1
TRP_001033,VH_0048,DRV_0348,Kolkata,Jaipur,COMPLETED,2025-01-22 17:51:00,2025-01-22 19:40:00,2025-01-22 17:51:00.533,2025-01-22 19:40:00.971,119.96,57.19,111.64,5.57,1
TRP_001034,VH_0049,DRV_0349,Chennai,Jaipur,COMPLETED,2025-01-22 18:10:00,2025-01-22 20:42:00,2025-01-22 18:10:00.933,2025-01-22 20:42:00.21,131.376,56.17,111.75,6.35,1
TRP_001035,VH_0051,DRV_0051,Delhi,Delhi,COMPLETED,2025-01-22 21:18:00,2025-01-22 23:08:00,2025-01-22 21:18:00.834,2025-01-22 23:08:00.79,93.792,35.35,65.77,5.95,1
TRP_001036,VH_0052,DRV_0052,Chennai,Chennai,IN_PROGRESS,2025-01-22 15:09:00,2025-01-22 18:45:00,2025-01-22 15:09:00.093,2025-01-22 18:45:00.964,231.131,49.88,97.34,8.07,1
TRP_001037,VH_0053,DRV_0053,Bangalore,Kolkata,COMPLETED,2025-01-22 15:32:00,2025-01-22 16:29:00,2025-01-22 15:32:00.611,2025-01-22 16:29:00.286,57.075,42.35,83.71,4.97,1
TRP_001038,VH_0054,DRV_0054,Kolkata,Kolkata,COMPLETED,2025-01-22 07:59:00,2025-01-22 09:04:00,2025-01-22 07:59:00.662,2025-01-22 09:04:00.449,72.719,44.37,83.53,1.92,1
TRP_001039,VH_0054,DRV_0054,Kolkata,Kolkata,COMPLETED,2025-01-22 15:14:00,2025-01-22 16:32:00,2025-01-22 15:14:00.924,2025-01-22 16:32:00.287,68.301,42.92,83.78,2.93,1
TRP_001040,VH_0055,DRV_0055,Delhi,Jaipur,COMPLETED,2025-01-22 10:25:00,2025-01-22 12:36:00,2025-01-22 10:25:00.66,2025-01-22 12:36:00.872,139.517,48.37,94.33,9.0,1
TRP_001041,VH_0055,DRV_0055,Delhi,Delhi,IN_PROGRESS,2025-01-22 19:23:00,2025-01-22 21:56:00,2025-01-22 19:23:00.777,2025-01-22 21:56:00.995,125.842,50.7,97.02,6.2,1
TRP_001043,VH_0057,DRV_0057,Pune,Pune,COMPLETED,2025-01-22 11:18:00,2025-01-22 12:41:00,2025-01-22 11:18:00.469,2025-01-22 12:41:00.324,116.862,57.63,109.2,4.02,1
TRP_001044,VH_0058,DRV_0058,Lucknow,Lucknow,COMPLETED,2025-01-22 10:58:00,2025-01-22 12:18:00,2025-01-22 10:58:00.281,2025-01-22 12:18:00.894,59.206,43.27,83.95,78.7,1
TRP_001045,VH_0058,DRV_0058,Lucknow,Lucknow,COMPLETED,2025-01-22 21:05:00,2025-01-22 22:21:00,2025-01-22 21:05:00.684,2025-01-22 22:21:00.209,54.876,43.26,83.43,4.67,1
TRP_001046,VH_0059,DRV_0059,Pune,Pune,COMPLETED,2025-01-22 08:44:00,2025-01-22 10:25:00,2025-01-22 08:44:00.755,2025-01-22 10:25:00.516,85.825,44.57,83.88,2.4,1
TRP_001047,VH_0059,DRV_0059,Pune,Lucknow,IN_PROGRESS,2025-01-22 12:17:00,2025-01-22 14:15:00,2025-01-22 12:17:00.002,2025-01-22 14:15:00.671,117.864,41.97,83.95,4.63,1
TRP_001048,VH_0059,DRV_0059,Pune,Pune,COMPLETED,2025-01-22 15:23:00,2025-01-22 15:59:00,2025-01-22 15:23:00.145,2025-01-22 15:59:00.373,47.599,40.33,83.72,70.28,1
TRP_001049,VH_0059,DRV_0059,Pune,Pune,COMPLETED,2025-01-22 21:27:00,2025-01-22 22:15:00,2025-01-22 21:27:00.67,2025-01-22 22:15:00.551,66.441,42.07,83.4,1.6,1
TRP_001051,VH_0060,DRV_0060,Delhi,Pune,COMPLETED,2025-01-22 21:12:00,2025-01-22 22:14:00,2025-01-22 21:12:00.116,2025-01-22 22:14:00.294,109.9,43.72,78.3,2.2,1
TRP_001052,VH_0062,DRV_0062,Delhi,Delhi,COMPLETED,2025-01-22 14:44:00,2025-01-22 15:35:00,2025-01-22 14:44:00.19,2025-01-22 15:35:00.211,54.344,36.73,69.02,2.98,1
TRP_001053,VH_0062,DRV_0062,Delhi,Delhi,COMPLETED,2025-01-22 15:39:00,2025-01-22 17:17:00,2025-01-22 15:39:00.304,2025-01-22 17:17:00.112,43.506,35.32,69.35,9.25,1
TRP_001054,VH_0062,DRV_0062,Delhi,Delhi,COMPLETED,2025-01-22 17:32:00,2025-01-22 19:11:00,2025-01-22 17:32:00.66,2025-01-22 19:11:00.57,78.401,36.27,69.94,3.32,1
TRP_001055,VH_0062,DRV_0062,Delhi,Delhi,COMPLETED,2025-01-22 20:02:00,2025-01-22 21:29:00,2025-01-22 20:02:00.166,2025-01-22 21:29:00.689,93.628,36.28,68.61,4.22,1
TRP_001056,VH_0063,DRV_0063,Hyderabad,Hyderabad,COMPLETED,2025-01-22 18:50:00,2025-01-22 19:23:00,2025-01-22 18:50:00.392,2025-01-22 19:23:00.878,85.523,36.4,68.26,2.03,1
TRP_001057,VH_0063,DRV_0063,Hyderabad,Bangalore,IN_PROGRESS,2025-01-22 21:02:00,2025-01-22 22:48:00,2025-01-22 21:02:00.895,2025-01-22 22:48:00.569,95.776,36.2,67.47,3.63,1
TRP_001058,VH_0064,DRV_0064,Lucknow,Hyderabad,COMPLETED,2025-01-22 06:24:00,2025-01-22 07:12:00,2025-01-22 06:24:00.334,2025-01-22 07:12:00.73,25.583,41.97,81.43,3.1,1
TRP_001059,VH_0064,DRV_0064,Lucknow,Delhi,COMPLETED,2025-01-22 21:23:00,2025-01-22 22:19:00,2025-01-22 21:23:00.173,2025-01-22 22:19:00.291,59.591,44.08,83.56,5.12,1
TRP_001060,VH_0065,DRV_0065,Bangalore,Bangalore,COMPLETED,2025-01-22 08:58:00,2025-01-22 09:28:00,2025-01-22 08:58:00.42,2025-01-22 09:28:00.779,61.296,41.59,72.9,0.95,1
TRP_001061,VH_0065,DRV_0065,Bangalore,Lucknow,IN_PROGRESS,2025-01-22 09:46:00,2025-01-22 11:35:00,2025-01-22 09:46:00.938,2025-01-22 11:35:00.505,69.796,43.8,82.87,5.22,1
TRP_001062,VH_0066,DRV_0066,Chennai,Chennai,COMPLETED,2025-01-22 12:24:00,2025-01-22 13:13:00,2025-01-22 12:24:00.437,2025-01-22 13:13:00.37,33.235,36.17,69.99,4.15,1
TRP_001064,VH_0069,DRV_0069,Hyderabad,Hyderabad,COMPLETED,2025-01-22 19:01:00,2025-01-22 20:29:00,2025-01-22 19:01:00.581,2025-01-22 20:29:00.401,111.969,58.76,110.53,2.7,1
TRP_001065,VH_0071,DRV_0071,Pune,Pune,COMPLETED,2025-01-22 11:04:00,2025-01-22 12:05:00,2025-01-22 11:04:00.985,2025-01-22 12:05:00.55,69.094,36.65,67.37,2.97,1
TRP_001066,VH_0071,DRV_0071,Pune,Pune,COMPLETED,2025-01-22 16:55:00,2025-01-22 18:32:00,2025-01-22 16:55:00.72,2025-01-22 18:32:00.896,88.942,36.1,68.58,3.83,1
TRP_001068,VH_0073,DRV_0073,Lucknow,Lucknow,COMPLETED,2025-01-22 15:59:00,2025-01-22 17:18:00,2025-01-22 15:59:00.3,2025-01-22 17:18:00.242,151.825,56.0,107.96,5.03,1
TRP_001069,VH_0074,DRV_0074,Jaipur,Ahmedabad,COMPLETED,2025-01-22 10:56:00,2025-01-22 11:39:00,2025-01-22 10:56:00.293,2025-01-22 11:39:00.613,32.653,37.96,69.54,2.43,1
TRP_001070,VH_0074,DRV_0074,Jaipur,Jaipur,COMPLETED,2025-01-22 19:52:00,2025-01-22 21:49:00,2025-01-22 19:52:00.333,2025-01-22 21:49:00.941,100.887,36.37,69.57,7.57,1
TRP_001071,VH_0075,DRV_0075,Jaipur,Jaipur,COMPLETED,2025-01-22 16:46:00,2025-01-22 17:51:00,2025-01-22 16:46:00.292,2025-01-22 17:51:00.259,68.356,56.41,106.37,3.25,1
TRP_001072,VH_0076,DRV_0076,Hyderabad,Hyderabad,COMPLETED,2025-01-22 20:21:00,2025-01-22 22:12:00,2025-01-22 20:21:00.737,2025-01-22 22:12:00.263,157.399,57.67,111.39,5.97,1
TRP_001073,VH_0077,DRV_0077,Pune,Pune,COMPLETED,2025-01-22 18:53:00,2025-01-22 21:15:00,2025-01-22 18:53:00.158,2025-01-22 21:15:00.68,119.897,57.15,109.17,6.05,1
TRP_001074,VH_0078,DRV_0078,Kolkata,Kolkata,COMPLETED,2025-01-22 08:23:00,2025-01-22 10:26:00,2025-01-22 08:23:00.593,2025-01-22 10:26:00.34,176.2,56.89,105.11,6.48,1
TRP_001076,VH_0078,DRV_0078,Kolkata,Kolkata,COMPLETED,2025-01-22 19:24:00,2025-01-22 22:21:00,2025-01-22 19:24:00.893,2025-01-22 22:21:00.917,11036.79,56.54,109.63,7.88,1
TRP_001077,VH_0078,DRV_0078,Kolkata,Chennai,COMPLETED,2025-01-22 20:43:00,2025-01-22 23:36:00,2025-01-22 20:43:00.038,2025-01-22 23:36:00.993,10889.401,56.83,111.0,5.73,1
TRP_001079,VH_0079,DRV_0079,Mumbai,Mumbai,COMPLETED,2025-01-22 21:16:00,2025-01-22 23:11:00,2025-01-22 21:16:00.886,2025-01-22 23:11:00.523,146.082,56.41,111.67,4.38,1
TRP_001080,VH_0081,DRV_0081,Chennai,Delhi,COMPLETED,2025-01-22 10:25:00,2025-01-22 11:48:00,2025-01-22 10:25:00.183,2025-01-22 11:48:00.072,94.48,44.94,82.93,7.37,1
TRP_001081,VH_0081,DRV_0081,Chennai,Chennai,COMPLETED,2025-01-22 21:37:00,2025-01-22 23:14:00,2025-01-22 21:37:00.843,2025-01-22 23:14:00.405,91.46,42.57,83.91,2.62,1
TRP_001082,VH_0083,DRV_0083,Delhi,Chennai,COMPLETED,2025-01-22 09:29:00,2025-01-22 12:04:00,2025-01-22 09:29:00.283,2025-01-22 12:04:00.513,163.122,56.95,111.87,6.45,1
TRP_001083,VH_0083,DRV_0083,Delhi,Mumbai,COMPLETED,2025-01-22 19:23:00,2025-01-22 22:18:00,2025-01-22 19:23:00.704,2025-01-22 22:18:00.25,154.567,55.18,111.49,11.95,1
TRP_001084,VH_0084,DRV_0084,Hyderabad,Hyderabad,COMPLETED,2025-01-22 12:25:00,2025-01-22 15:08:00,2025-01-22 12:25:00.657,2025-01-22 15:08:00.8,160.843,56.21,111.4,12.0,1
TRP_001085,VH_0084,DRV_0084,Hyderabad,Hyderabad,COMPLETED,2025-01-22 20:30:00,2025-01-22 23:15:00,2025-01-22 20:30:00.069,2025-01-22 23:15:00.872,163.054,55.34,110.37,8.9,1
TRP_001086,VH_0085,DRV_0085,Mumbai,Lucknow,COMPLETED,2025-01-22 11:09:00,2025-01-22 12:25:00,2025-01-22 11:09:00.069,2025-01-22 12:25:00.997,100.876,49.95,94.7,2.55,1
TRP_001087,VH_0086,DRV_0086,Hyderabad,Delhi,COMPLETED,2025-01-22 16:53:00,2025-01-22 18:51:00,2025-01-22 16:53:00.064,2025-01-22 18:51:00.973,986.855,57.03,111.51,3.12,1
TRP_001088,VH_0086,DRV_0086,Hyderabad,Kolkata,COMPLETED,2025-01-22 17:20:00,2025-01-22 18:57:00,2025-01-22 17:20:00.976,2025-01-22 18:57:00.32,1075.358,56.55,110.62,2.35,1
TRP_001089,VH_0087,DRV_0087,Bangalore,Bangalore,COMPLETED,2025-01-22 07:21:00,2025-01-22 09:03:00,2025-01-22 07:21:00.712,2025-01-22 09:03:00.161,141.83,50.6,95.04,5.03,1
TRP_001090,VH_0087,DRV_0087,Bangalore,Pune,COMPLETED,2025-01-22 13:49:00,2025-01-22 15:16:00,2025-01-22 13:49:00.172,2025-01-22 15:16:00.604,129.818,51.44,96.79,5.88,1
TRP_001091,VH_0088,DRV_0088,Pune,Jaipur,COMPLETED,2025-01-22 09:14:00,2025-01-22 10:34:00,2025-01-22 09:14:00.68,2025-01-22 10:34:00.903,84.484,56.91,101.94,4.57,1
TRP_001092,VH_0088,DRV_0088,Pune,Pune,COMPLETED,2025-01-22 13:04:00,2025-01-22 14:49:00,2025-01-22 13:04:00.578,2025-01-22 14:49:00.448,84.551,55.61,110.49,6.8,1
TRP_001093,VH_0089,DRV_0089,Mumbai,Mumbai,IN_PROGRESS,2025-01-22 15:15:00,2025-01-22 16:47:00,2025-01-22 15:15:00.958,2025-01-22 16:47:00.29,137.118,43.27,82.05,5.43,1
TRP_001094,VH_0089,DRV_0089,Mumbai,Mumbai,COMPLETED,2025-01-22 21:59:00,2025-01-22 23:28:00,2025-01-22 21:59:00.261,2025-01-22 23:28:00.409,86.111,42.16,82.21,3.38,1
TRP_001095,VH_0090,DRV_0090,Chennai,Chennai,COMPLETED,2025-01-22 06:37:00,2025-01-22 07:58:00,2025-01-22 06:37:00.219,2025-01-22 07:58:00.979,72.163,35.46,68.65,4.18,1
TRP_001096,VH_0090,DRV_0090,Chennai,Chennai,COMPLETED,2025-01-22 16:28:00,2025-01-22 17:36:00,2025-01-22 16:28:00.202,2025-01-22 17:36:00.752,55.625,37.66,67.27,2.1,1
TRP_001097,VH_0090,DRV_0090,Chennai,Chennai,COMPLETED,2025-01-22 18:34:00,2025-01-22 20:04:00,2025-01-22 18:34:00.948,2025-01-22 20:04:00.324,55.93,35.23,69.47,4.45,1
TRP_001098,VH_0090,DRV_0090,Chennai,Chennai,COMPLETED,2025-01-22 20:41:00,2025-01-22 22:29:00,2025-01-22 20:41:00.904,2025-01-22 22:29:00.429,48.683,35.71,69.69,5.6,1
TRP_001099,VH_0091,DRV_0091,Delhi,Hyderabad,COMPLETED,2025-01-22 14:18:00,2025-01-22 15:36:00,2025-01-22 14:18:00.274,2025-01-22 15:36:00.004,113.57,56.9,111.99,3.5,1
TRP_001100,VH_0091,DRV_0091,Delhi,Delhi,IN_PROGRESS,2025-01-22 18:14:00,2025-01-22 19:02:00,2025-01-22 18:14:00.827,2025-01-22 19:02:00.438,108.378,57.03,110.75,1.95,1
TRP_001101,VH_0092,DRV_0092,Chennai,Chennai,COMPLETED,2025-01-22 13:19:00,2025-01-22 14:52:00,2025-01-22 13:19:00.868,2025-01-22 14:52:00.921,74.449,49.79,97.44,4.43,1
TRP_001102,VH_0093,DRV_0093,Jaipur,Jaipur,COMPLETED,2025-01-22 07:45:00,2025-01-22 09:40:00,2025-01-22 07:45:00.871,2025-01-22 09:40:00.268,683.08,50.03,97.58,3.55,1
TRP_001103,VH_0093,DRV_0093,Jaipur,Kolkata,COMPLETED,2025-01-22 08:43:00,2025-01-22 10:31:00,2025-01-22 08:43:00.742,2025-01-22 10:31:00.345,330.58,48.96,97.45,4.15,1
TRP_001104,VH_0094,DRV_0094,Pune,Pune,COMPLETED,2025-01-22 16:40:00,2025-01-22 17:21:00,2025-01-22 16:40:00.902,2025-01-22 17:21:00.518,21.448,35.12,68.13,1.37,1
TRP_001105,VH_0095,DRV_0095,Hyderabad,Hyderabad,COMPLETED,2025-01-22 16:30:00,2025-01-22 18:12:00,2025-01-22 16:30:00.606,2025-01-22 18:12:00.452,99.524,36.25,68.47,1067.23,1
TRP_001106,VH_0097,DRV_0097,Bangalore,Ahmedabad,COMPLETED,2025-01-22 15:18:00,2025-01-22 16:28:00,2025-01-22 15:18:00.897,2025-01-22 16:28:00.041,74.778,56.87,111.77,2.93,1
TRP_001107,VH_0097,DRV_0097,Bangalore,Bangalore,IN_PROGRESS,2025-01-22 17:31:00,2025-01-22 19:44:00,2025-01-22 17:31:00.281,2025-01-22 19:44:00.282,670.269,56.76,110.94,4.9,1
TRP_001108,VH_0097,DRV_0097,Bangalore,Bangalore,COMPLETED,2025-01-22 18:11:00,2025-01-22 21:01:00,2025-01-22 18:11:00.616,2025-01-22 21:01:00.72,696.485,54.87,111.9,7.82,1
TRP_001109,VH_0098,DRV_0098,Mumbai,Mumbai,COMPLETED,2025-01-22 14:04:00,2025-01-22 14:34:00,2025-01-22 14:04:00.589,2025-01-22 14:34:00.851,35.84,44.75,65.78,0.43,1
TRP_001110,VH_0099,DRV_0099,Pune,Pune,COMPLETED,2025-01-22 14:11:00,2025-01-22 15:54:00,2025-01-22 14:11:00.407,2025-01-22 15:54:00.227,71.553,36.5,68.81,5.68,1
TRP_001112,VH_0100,DRV_0100,Mumbai,Mumbai,COMPLETED,2025-01-22 11:05:00,2025-01-22 14:09:00,2025-01-22 11:05:00.477,2025-01-22 14:09:00.417,155.072,50.25,97.9,7.77,1
TRP_001113,VH_0101,DRV_0101,Bangalore,Bangalore,COMPLETED,2025-01-22 07:12:00,2025-01-22 08:08:00,2025-01-22 07:12:00.245,2025-01-22 08:08:00.013,31.284,43.28,83.74,3.3,1
TRP_001114,VH_0101,DRV_0101,Bangalore,Bangalore,COMPLETED,2025-01-22 19:31:00,2025-01-22 21:19:00,2025-01-22 19:31:00.36,2025-01-22 21:19:00.668,88.033,41.44,83.96,5.65,1
TRP_001115,VH_0102,DRV_0102,Kolkata,Kolkata,COMPLETED,2025-01-22 06:19:00,2025-01-22 07:05:00,2025-01-22 06:19:00.593,2025-01-22 07:05:00.443,42.644,36.88,69.6,1.98,1
TRP_001116,VH_0102,DRV_0102,Kolkata,Kolkata,COMPLETED,2025-01-22 10:16:00,2025-01-22 11:27:00,2025-01-22 10:16:00.245,2025-01-22 11:27:00.112,64.878,36.21,69.6,3.13,1
TRP_001117,VH_0103,DRV_0103,Hyderabad,Chennai,COMPLETED,2025-01-22 14:28:00,2025-01-22 15:33:00,2025-01-22 14:28:00.835,2025-01-22 15:33:00.542,68.288,36.43,68.23,3.02,1
TRP_001118,VH_0104,DRV_0104,Jaipur,Jaipur,COMPLETED,2025-01-22 06:03:00,2025-01-22 07:07:00,2025-01-22 06:03:00.877,2025-01-22 07:07:00.034,80.778,36.47,65.58,2.4,1
TRP_001119,VH_0104,DRV_0104,Jaipur,Pune,COMPLETED,2025-01-22 14:27:00,2025-01-22 15:20:00,2025-01-22 14:27:00.602,2025-01-22 15:20:00.71,49.107,35.69,68.98,1.75,1
TRP_001120,VH_0104,DRV_0104,Jaipur,Jaipur,COMPLETED,2025-01-22 19:59:00,2025-01-22 20:42:00,2025-01-22 19:59:00.844,2025-01-22 20:42:00.733,40.395,36.8,67.71,3.57,1
TRP_001121,VH_0104,DRV_0104,Jaipur,Jaipur,COMPLETED,2025-01-22 20:52:00,2025-01-22 22:13:00,2025-01-22 20:52:00.802,2025-01-22 22:13:00.627,42.721,36.51,68.95,3.9,1
TRP_001122,VH_0105,DRV_0105,Pune,Pune,COMPLETED,2025-01-22 07:24:00,2025-01-22 08:54:00,2025-01-22 07:24:00.422,2025-01-22 08:54:00.394,164.093,49.09,97.38,5.7,1
TRP_001123,VH_0105,DRV_0105,Pune,Pune,COMPLETED,2025-01-22 10:13:00,2025-01-22 12:19:00,2025-01-22 10:13:00.958,2025-01-22 12:19:00.443,159.839,50.51,95.8,9.03,1
TRP_001124,VH_0106,DRV_0106,Delhi,Delhi,COMPLETED,2025-01-22 07:59:00,2025-01-22 09:43:00,2025-01-22 07:59:00.103,2025-01-22 09:43:00.624,173.903,55.93,111.19,4.45,1
TRP_001125,VH_0106,DRV_0106,Delhi,Delhi,COMPLETED,2025-01-22 13:39:00,2025-01-22 15:35:00,2025-01-22 13:39:00.914,2025-01-22 15:35:00.793,117.041,56.54,109.59,6.08,1
TRP_001126,VH_0106,DRV_0106,Delhi,Delhi,COMPLETED,2025-01-22 18:54:00,2025-01-22 20:23:00,2025-01-22 18:54:00.949,2025-01-22 20:23:00.969,87.044,56.28,106.3,4.0,1
TRP_001127,VH_0107,DRV_0107,Kolkata,Kolkata,COMPLETED,2025-01-22 11:23:00,2025-01-22 12:23:00,2025-01-22 11:23:00.163,2025-01-22 12:23:00.221,35.503,36.32,66.89,2.78,1
TRP_001128,VH_0109,DRV_0109,Delhi,Delhi,COMPLETED,2025-01-22 10:50:00,2025-01-22 11:51:00,2025-01-22 10:50:00.219,2025-01-22 11:51:00.51,56.865,36.88,66.96,3453.8,1
TRP_001129,VH_0110,DRV_0110,Jaipur,Jaipur,COMPLETED,2025-01-22 18:46:00,2025-01-22 20:13:00,2025-01-22 18:46:00.58,2025-01-22 20:13:00.319,44.726,36.73,69.3,3.35,1
TRP_001130,VH_0112,DRV_0112,Bangalore,Bangalore,COMPLETED,2025-01-22 09:56:00,2025-01-22 11:50:00,2025-01-22 09:56:00.423,2025-01-22 11:50:00.962,120.314,57.04,109.08,5.37,1
TRP_001131,VH_0113,DRV_0113,Mumbai,Pune,COMPLETED,2025-01-22 07:15:00,2025-01-22 08:29:00,2025-01-22 07:15:00.819,2025-01-22 08:29:00.657,37.017,35.07,69.13,4.43,1
TRP_001132,VH_0114,DRV_0114,Mumbai,Jaipur,COMPLETED,2025-01-22 07:50:00,2025-01-22 09:28:00,2025-01-22 07:50:00.535,2025-01-22 09:28:00.491,150.145,56.08,109.85,5.93,1
TRP_001133,VH_0114,DRV_0114,Mumbai,Mumbai,COMPLETED,2025-01-22 14:40:00,2025-01-22 16:24:00,2025-01-22 14:40:00.475,2025-01-22 16:24:00.44,132.795,57.37,111.16,4.92,1
TRP_001134,VH_0114,DRV_0114,Mumbai,Mumbai,COMPLETED,2025-01-22 17:22:00,2025-01-22 18:43:00,2025-01-22 17:22:00.647,2025-01-22 18:43:00.917,74.386,57.9,111.4,3.08,1
TRP_001135,VH_0115,DRV_0115,Kolkata,Kolkata,IN_PROGRESS,2025-01-22 20:14:00,2025-01-22 22:36:00,2025-01-22 20:14:00.454,2025-01-22 22:36:00.965,229.52,56.09,110.55,11.77,1
TRP_001136,VH_0117,DRV_0117,Mumbai,Mumbai,COMPLETED,2025-01-22 06:29:00,2025-01-22 09:41:00,2025-01-22 06:29:00.175,2025-01-22 09:41:00.872,219.547,49.58,97.81,10.12,1
TRP_001138,VH_0117,DRV_0117,Mumbai,Mumbai,COMPLETED,2025-01-22 09:32:00,2025-01-22 13:29:00,2025-01-22 09:32:00.402,2025-01-22 13:29:00.113,318.887,50.1,97.76,9.07,1
TRP_001139,VH_0117,DRV_0117,Mumbai,Mumbai,COMPLETED,2025-01-22 20:25:00,2025-01-23 00:06:00,2025-01-22 20:25:00.189,2025-01-23 00:06:00.88,164.434,50.24,97.8,11.28,1
TRP_001140,VH_0119,DRV_0119,Chennai,Chennai,COMPLETED,2025-01-22 12:12:00,2025-01-22 13:29:00,2025-01-22 12:12:00.582,2025-01-22 13:29:00.084,78.464,43.2,81.55,5.62,1
TRP_001141,VH_0120,DRV_0120,Lucknow,Ahmedabad,COMPLETED,2025-01-22 18:05:00,2025-01-22 20:48:00,2025-01-22 18:05:00.594,2025-01-22 20:48:00.714,146.714,55.89,110.9,6.52,1
TRP_001142,VH_0121,DRV_0121,Delhi,Delhi,IN_PROGRESS,2025-01-22 09:18:00,2025-01-22 10:54:00,2025-01-22 09:18:00.582,2025-01-22 10:54:00.97,105.606,42.4,83.86,4.48,1
TRP_001143,VH_0121,DRV_0121,Delhi,Delhi,COMPLETED,2025-01-22 13:26:00,2025-01-22 14:37:00,2025-01-22 13:26:00.162,2025-01-22 14:37:00.56,79.238,43.55,83.74,2.98,1
TRP_001144,VH_0122,DRV_0122,Delhi,Delhi,COMPLETED,2025-01-22 09:41:00,2025-01-22 12:44:00,2025-01-22 09:41:00.031,2025-01-22 12:44:00.162,154.827,49.04,97.07,10.17,1
TRP_001145,VH_0123,DRV_0123,Bangalore,Bangalore,COMPLETED,2025-01-22 16:28:00,2025-01-22 18:18:00,2025-01-22 16:28:00.887,2025-01-22 18:18:00.459,83.866,37.11,69.99,5.12,1
TRP_001146,VH_0124,DRV_0124,Jaipur,Jaipur,COMPLETED,2025-01-22 08:28:00,2025-01-22 10:09:00,2025-01-22 08:28:00.045,2025-01-22 10:09:00.077,98.224,43.06,82.85,4.07,1
TRP_001147,VH_0124,DRV_0124,Jaipur,Jaipur,COMPLETED,2025-01-22 13:40:00,2025-01-22 15:35:00,2025-01-22 13:40:00.232,2025-01-22 15:35:00.764,100.102,43.67,83.5,6.03,1
TRP_001148,VH_0124,DRV_0124,Jaipur,Jaipur,COMPLETED,2025-01-22 16:41:00,2025-01-22 17:15:00,2025-01-22 16:41:00.46,2025-01-22 17:15:00.849,29.387,40.13,83.19,3.55,1
TRP_001149,VH_0125,DRV_0125,Pune,Pune,COMPLETED,2025-01-22 06:36:00,2025-01-22 09:20:00,2025-01-22 06:36:00.327,2025-01-22 09:20:00.598,384.33,50.03,97.11,7.02,1
TRP_001150,VH_0125,DRV_0125,Pune,Pune,COMPLETED,2025-01-22 09:11:00,2025-01-22 12:16:00,2025-01-22 09:11:00.225,2025-01-22 12:16:00.501,182.664,49.59,97.45,8.75,1
TRP_001151,VH_0126,DRV_0126,Pune,Pune,COMPLETED,2025-01-22 09:41:00,2025-01-22 11:32:00,2025-01-22 09:41:00.36,2025-01-22 11:32:00.856,145.933,56.63,110.95,4.22,1
TRP_001152,VH_0126,DRV_0126,Pune,Pune,COMPLETED,2025-01-22 14:14:00,2025-01-22 16:48:00,2025-01-22 14:14:00.335,2025-01-22 16:48:00.66,145.071,55.61,109.18,7.55,1
TRP_001153,VH_0128,DRV_0128,Mumbai,Mumbai,IN_PROGRESS,2025-01-22 13:11:00,2025-01-22 15:05:00,2025-01-22 13:11:00.544,2025-01-22 15:05:00.879,70.199,35.75,69.81,5.07,1
